realSum,room_type,person_capacity,host_is_superhost,guest_satisfaction_overall,bedrooms,day_type,rating_category
276.52,Private room,2,0,96,1,weekdays,Very Satisfied
1450.33,Entire home/apt,5,0,100,2,weekdays,Very Satisfied
436.11,Private room,2,0,92,1,weekdays,Very Satisfied
362.52,Private room,2,1,98,1,weekdays,Very Satisfied
1804.19,Entire home/apt,6,0,94,3,weekdays,Very Satisfied
423.92,Private room,2,0,100,0,weekdays,Very Satisfied
521.17,Private room,3,0,86,0,weekdays,Very Satisfied
491.65,Entire home/apt,3,0,99,2,weekdays,Very Satisfied
374.94,Private room,2,0,82,0,weekdays,Very Satisfied
718.96,Entire home/apt,2,0,97,1,weekdays,Very Satisfied
301.13,Private room,2,1,96,1,weekdays,Very Satisfied
277.69,Private room,2,1,97,1,weekdays,Very Satisfied
331.83,Private room,2,1,96,1,weekdays,Very Satisfied
228.72,Private room,2,0,90,1,weekdays,Very Satisfied
798.63,Entire home/apt,4,0,98,3,weekdays,Very Satisfied
228.72,Private room,2,0,96,1,weekdays,Very Satisfied
239.5,Private room,2,1,93,1,weekdays,Very Satisfied
301.13,Private room,2,0,92,1,weekdays,Very Satisfied
577.41,Private room,3,1,98,2,weekdays,Very Satisfied
368.85,Entire home/apt,2,0,98,1,weekdays,Very Satisfied
363.46,Private room,2,0,94,1,weekdays,Very Satisfied
387.13,Private room,2,1,99,1,weekdays,Very Satisfied
331.83,Private room,2,1,99,1,weekdays,Very Satisfied
774.26,Entire home/apt,4,0,100,3,weekdays,Very Satisfied
337.92,Private room,2,1,99,1,weekdays,Very Satisfied
270.43,Private room,2,1,99,1,weekdays,Very Satisfied
280.04,Private room,2,0,93,1,weekdays,Very Satisfied
798.63,Entire home/apt,4,0,98,4,weekdays,Very Satisfied
743.56,Entire home/apt,2,1,98,1,weekdays,Very Satisfied
288.71,Private room,2,0,75,1,weekdays,Satisfied
384.79,Entire home/apt,2,0,98,1,weekdays,Very Satisfied
878.78,Private room,4,0,88,1,weekdays,Very Satisfied
1567.03,Entire home/apt,3,0,100,0,weekdays,Very Satisfied
614.44,Private room,2,1,99,1,weekdays,Very Satisfied
337.68,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
489.3,Entire home/apt,2,0,93,1,weekdays,Very Satisfied
764.42,Private room,4,0,94,2,weekdays,Very Satisfied
196.61,Private room,2,0,94,1,weekdays,Very Satisfied
1044.69,Entire home/apt,4,0,91,2,weekdays,Very Satisfied
394.39,Entire home/apt,2,0,90,1,weekdays,Very Satisfied
721.53,Entire home/apt,4,0,96,2,weekdays,Very Satisfied
556.56,Private room,4,0,82,1,weekdays,Very Satisfied
762.07,Private room,2,1,90,1,weekdays,Very Satisfied
337.92,Private room,2,1,96,1,weekdays,Very Satisfied
890.96,Entire home/apt,4,0,98,2,weekdays,Very Satisfied
410.56,Private room,4,0,91,1,weekdays,Very Satisfied
1429.24,Entire home/apt,3,1,98,2,weekdays,Very Satisfied
175.76,Private room,2,0,95,1,weekdays,Very Satisfied
280.04,Private room,2,1,96,1,weekdays,Very Satisfied
386.9,Entire home/apt,2,0,97,0,weekdays,Very Satisfied
522.34,Entire home/apt,4,0,100,1,weekdays,Very Satisfied
196.61,Private room,2,0,92,1,weekdays,Very Satisfied
288.71,Private room,2,1,98,1,weekdays,Very Satisfied
921.66,Entire home/apt,4,0,95,2,weekdays,Very Satisfied
362.52,Entire home/apt,4,1,100,2,weekdays,Very Satisfied
734.89,Entire home/apt,2,0,97,1,weekdays,Very Satisfied
393.46,Entire home/apt,2,0,75,1,weekdays,Satisfied
531.95,Entire home/apt,4,0,92,3,weekdays,Very Satisfied
295.27,Private room,2,0,100,1,weekdays,Very Satisfied
368.85,Private room,2,0,87,0,weekdays,Very Satisfied
196.61,Private room,2,0,90,1,weekdays,Very Satisfied
276.29,Private room,2,0,93,1,weekdays,Very Satisfied
378.69,Entire home/apt,2,1,99,1,weekdays,Very Satisfied
510.16,Private room,2,0,100,1,weekdays,Very Satisfied
700.44,Entire home/apt,4,0,96,2,weekdays,Very Satisfied
381.04,Private room,2,0,96,1,weekdays,Very Satisfied
209.03,Private room,2,1,98,1,weekdays,Very Satisfied
1032.5,Entire home/apt,2,0,98,1,weekdays,Very Satisfied
491.65,Private room,4,0,91,1,weekdays,Very Satisfied
284.96,Private room,2,0,96,1,weekdays,Very Satisfied
325.5,Private room,2,0,93,1,weekdays,Very Satisfied
337.92,Private room,2,0,93,1,weekdays,Very Satisfied
1002.98,Entire home/apt,5,1,97,1,weekdays,Very Satisfied
571.32,Entire home/apt,2,1,100,1,weekdays,Very Satisfied
215.12,Private room,2,1,99,1,weekdays,Very Satisfied
970.87,Entire home/apt,2,0,98,1,weekdays,Very Satisfied
405.41,Private room,2,0,94,1,weekdays,Very Satisfied
393.46,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
909.47,Entire home/apt,4,1,97,2,weekdays,Very Satisfied
657.32,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
288.71,Shared room,3,0,95,1,weekdays,Very Satisfied
393.46,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
1892.53,Entire home/apt,6,0,98,3,weekdays,Very Satisfied
372.37,Private room,2,1,98,1,weekdays,Very Satisfied
583.98,Private room,2,0,100,1,weekdays,Very Satisfied
613.03,Entire home/apt,4,0,91,3,weekdays,Very Satisfied
348.93,Private room,2,1,98,1,weekdays,Very Satisfied
306.05,Private room,3,1,97,1,weekdays,Very Satisfied
276.29,Private room,2,0,70,1,weekdays,Satisfied
774.73,Entire home/apt,4,0,89,2,weekdays,Very Satisfied
568.98,Entire home/apt,4,0,91,3,weekdays,Very Satisfied
489.3,Entire home/apt,2,1,100,1,weekdays,Very Satisfied
1259.58,Entire home/apt,2,0,81,1,weekdays,Very Satisfied
497.5,Entire home/apt,2,1,99,1,weekdays,Very Satisfied
1166.31,Entire home/apt,4,0,99,2,weekdays,Very Satisfied
632.95,Private room,4,0,80,2,weekdays,Satisfied
1072.81,Private room,4,0,88,2,weekdays,Very Satisfied
255.43,Private room,2,0,87,1,weekdays,Very Satisfied
337.92,Private room,2,1,96,1,weekdays,Very Satisfied
221.45,Private room,2,0,92,1,weekdays,Very Satisfied
253.32,Private room,2,0,91,1,weekdays,Very Satisfied
253.32,Private room,2,0,88,1,weekdays,Very Satisfied
253.32,Private room,2,0,95,1,weekdays,Very Satisfied
393.46,Private room,2,0,90,0,weekdays,Very Satisfied
504.07,Entire home/apt,2,0,95,1,weekdays,Very Satisfied
399.55,Private room,2,0,94,0,weekdays,Very Satisfied
1296.6,Entire home/apt,4,1,98,3,weekdays,Very Satisfied
907.13,Entire home/apt,4,1,100,2,weekdays,Very Satisfied
344.25,Private room,2,0,92,1,weekdays,Very Satisfied
539.22,Private room,4,0,96,1,weekdays,Very Satisfied
814.8,Entire home/apt,2,1,99,1,weekdays,Very Satisfied
614.44,Entire home/apt,5,0,90,3,weekdays,Very Satisfied
1413.31,Entire home/apt,4,0,88,3,weekdays,Very Satisfied
796.29,Entire home/apt,4,1,100,2,weekdays,Very Satisfied
467.04,Private room,4,0,95,2,weekdays,Very Satisfied
346.59,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
344.25,Private room,2,0,100,1,weekdays,Very Satisfied
438.92,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
2058.21,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
276.29,Private room,2,1,96,1,weekdays,Very Satisfied
602.02,Entire home/apt,4,0,94,0,weekdays,Very Satisfied
337.92,Private room,3,1,97,1,weekdays,Very Satisfied
589.83,Entire home/apt,3,0,97,0,weekdays,Very Satisfied
424.16,Entire home/apt,3,0,94,1,weekdays,Very Satisfied
430.25,Private room,2,0,88,1,weekdays,Very Satisfied
410.56,Private room,2,1,100,0,weekdays,Very Satisfied
546.72,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
430.25,Private room,2,0,88,1,weekdays,Very Satisfied
774.26,Entire home/apt,4,1,100,1,weekdays,Very Satisfied
577.41,Entire home/apt,4,1,96,2,weekdays,Very Satisfied
792.77,Private room,3,1,98,1,weekdays,Very Satisfied
454.85,Private room,4,0,88,2,weekdays,Very Satisfied
228.72,Private room,2,1,99,1,weekdays,Very Satisfied
221.22,Private room,2,1,96,1,weekdays,Very Satisfied
405.41,Private room,2,0,88,0,weekdays,Very Satisfied
405.41,Private room,2,0,92,0,weekdays,Very Satisfied
642.56,Entire home/apt,4,0,93,3,weekdays,Very Satisfied
618.19,Entire home/apt,4,0,90,2,weekdays,Very Satisfied
268.09,Private room,2,1,97,1,weekdays,Very Satisfied
299.72,Entire home/apt,2,1,100,1,weekdays,Very Satisfied
470.79,Entire home/apt,2,1,100,1,weekdays,Very Satisfied
385.49,Entire home/apt,2,1,100,1,weekdays,Very Satisfied
428.14,Entire home/apt,2,1,100,1,weekdays,Very Satisfied
342.61,Entire home/apt,2,1,100,1,weekdays,Very Satisfied
342.61,Entire home/apt,2,1,99,1,weekdays,Very Satisfied
393.46,Private room,2,0,94,1,weekdays,Very Satisfied
467.04,Entire home/apt,4,0,93,1,weekdays,Very Satisfied
417.83,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
688.02,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
417.83,Private room,4,0,95,1,weekdays,Very Satisfied
786.45,Private room,4,0,95,1,weekdays,Very Satisfied
1007.66,Private room,2,0,100,1,weekdays,Very Satisfied
264.34,Private room,2,1,100,1,weekdays,Very Satisfied
551.64,Private room,4,0,100,1,weekdays,Very Satisfied
442.67,Entire home/apt,3,0,94,3,weekdays,Very Satisfied
390.88,Private room,2,0,100,1,weekdays,Very Satisfied
1075.39,Entire home/apt,4,0,95,2,weekdays,Very Satisfied
307.22,Entire home/apt,2,1,98,1,weekdays,Very Satisfied
651.23,Entire home/apt,4,0,91,2,weekdays,Very Satisfied
546.72,Entire home/apt,2,1,98,2,weekdays,Very Satisfied
675.6,Entire home/apt,4,0,93,2,weekdays,Very Satisfied
321.75,Private room,2,1,91,1,weekdays,Very Satisfied
921.66,Entire home/apt,3,1,100,1,weekdays,Very Satisfied
209.03,Private room,2,1,97,1,weekdays,Very Satisfied
388.3,Private room,2,1,99,0,weekdays,Very Satisfied
725.05,Private room,4,1,97,2,weekdays,Very Satisfied
255.67,Private room,2,0,97,1,weekdays,Very Satisfied
245.82,Private room,2,0,98,1,weekdays,Very Satisfied
797.69,Entire home/apt,4,0,95,2,weekdays,Very Satisfied
299.72,Entire home/apt,2,1,93,1,weekdays,Very Satisfied
651.23,Entire home/apt,4,0,65,2,weekdays,Satisfied
528.44,Private room,2,0,47,1,weekdays,Neutral
254.49,Private room,2,0,93,1,weekdays,Very Satisfied
177.16,Private room,3,0,92,1,weekdays,Very Satisfied
576.24,Entire home/apt,4,0,85,1,weekdays,Very Satisfied
1290.28,Entire home/apt,4,1,100,2,weekdays,Very Satisfied
144.82,Private room,2,0,85,1,weekdays,Very Satisfied
501.49,Entire home/apt,2,0,95,1,weekdays,Very Satisfied
468.45,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
459.78,Private room,2,0,100,1,weekdays,Very Satisfied
405.64,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
624.28,Entire home/apt,2,1,97,1,weekdays,Very Satisfied
504.07,Entire home/apt,3,0,100,3,weekdays,Very Satisfied
768.17,Entire home/apt,4,1,98,2,weekdays,Very Satisfied
306.05,Private room,2,0,93,1,weekdays,Very Satisfied
497.74,Entire home/apt,2,1,97,0,weekdays,Very Satisfied
325.5,Private room,4,0,88,1,weekdays,Very Satisfied
737.23,Entire home/apt,4,0,96,2,weekdays,Very Satisfied
287.77,Private room,2,1,98,1,weekdays,Very Satisfied
952.59,Entire home/apt,3,0,100,3,weekdays,Very Satisfied
254.26,Private room,2,1,100,1,weekdays,Very Satisfied
250.51,Private room,2,1,96,1,weekdays,Very Satisfied
378.69,Entire home/apt,2,0,99,1,weekdays,Very Satisfied
205.28,Private room,3,0,85,1,weekdays,Very Satisfied
1259.58,Entire home/apt,4,0,92,2,weekdays,Very Satisfied
258.01,Private room,2,0,94,1,weekdays,Very Satisfied
288.71,Entire home/apt,2,0,90,0,weekdays,Very Satisfied
375.88,Entire home/apt,2,0,80,1,weekdays,Satisfied
371.19,Private room,2,0,78,0,weekdays,Satisfied
958.45,Entire home/apt,6,0,96,3,weekdays,Very Satisfied
196.61,Entire home/apt,2,0,94,1,weekdays,Very Satisfied
370.02,Private room,2,1,96,1,weekdays,Very Satisfied
280.04,Private room,2,0,95,1,weekdays,Very Satisfied
814.57,Private room,4,0,86,1,weekdays,Very Satisfied
786.45,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
313.31,Private room,2,1,100,1,weekdays,Very Satisfied
789.96,Entire home/apt,5,0,93,2,weekdays,Very Satisfied
356.43,Entire home/apt,2,0,96,0,weekdays,Very Satisfied
276.29,Private room,2,0,93,1,weekdays,Very Satisfied
144.82,Private room,4,0,80,1,weekdays,Satisfied
995.48,Entire home/apt,4,0,84,2,weekdays,Very Satisfied
1019.85,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
363.7,Private room,2,0,95,0,weekdays,Very Satisfied
295.27,Private room,4,0,94,1,weekdays,Very Satisfied
639.05,Entire home/apt,4,0,96,2,weekdays,Very Satisfied
367.45,Private room,2,1,100,1,weekdays,Very Satisfied
362.52,Private room,2,1,99,1,weekdays,Very Satisfied
504.07,Entire home/apt,2,0,100,0,weekdays,Very Satisfied
691.54,Entire home/apt,4,0,93,2,weekdays,Very Satisfied
362.52,Entire home/apt,2,0,92,1,weekdays,Very Satisfied
201.53,Private room,2,0,95,1,weekdays,Very Satisfied
330.42,Private room,2,0,99,1,weekdays,Very Satisfied
572.73,Private room,4,1,96,1,weekdays,Very Satisfied
425.09,Entire home/apt,2,0,98,1,weekdays,Very Satisfied
651.23,Entire home/apt,2,0,97,1,weekdays,Very Satisfied
362.52,Entire home/apt,2,0,80,1,weekdays,Satisfied
423.92,Entire home/apt,3,0,90,1,weekdays,Very Satisfied
540.62,Private room,4,1,95,1,weekdays,Very Satisfied
374.94,Private room,2,0,92,1,weekdays,Very Satisfied
424.16,Private room,2,0,95,1,weekdays,Very Satisfied
442.43,Entire home/apt,3,0,93,1,weekdays,Very Satisfied
411.74,Private room,2,1,95,1,weekdays,Very Satisfied
430.25,Private room,2,0,93,1,weekdays,Very Satisfied
614.44,Entire home/apt,4,0,83,3,weekdays,Very Satisfied
405.64,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
950.02,Private room,4,0,85,1,weekdays,Very Satisfied
342.84,Private room,2,1,99,1,weekdays,Very Satisfied
256.84,Private room,3,0,83,1,weekdays,Very Satisfied
319.41,Private room,2,0,87,1,weekdays,Very Satisfied
410.56,Entire home/apt,2,0,100,0,weekdays,Very Satisfied
700.44,Entire home/apt,4,1,98,1,weekdays,Very Satisfied
245.82,Private room,2,0,90,0,weekdays,Very Satisfied
534.76,Entire home/apt,4,0,97,2,weekdays,Very Satisfied
571.32,Entire home/apt,4,0,100,0,weekdays,Very Satisfied
356.43,Private room,2,1,98,1,weekdays,Very Satisfied
1041.17,Entire home/apt,2,0,95,1,weekdays,Very Satisfied
768.64,Entire home/apt,4,1,97,2,weekdays,Very Satisfied
342.61,Entire home/apt,2,1,95,1,weekdays,Very Satisfied
430.25,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
210.2,Private room,2,0,88,1,weekdays,Very Satisfied
301.13,Private room,2,0,90,1,weekdays,Very Satisfied
841.75,Entire home/apt,6,0,98,2,weekdays,Very Satisfied
614.44,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
702.08,Entire home/apt,4,0,92,1,weekdays,Very Satisfied
380.57,Private room,2,0,94,1,weekdays,Very Satisfied
313.31,Private room,2,0,90,1,weekdays,Very Satisfied
337.92,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
288.71,Private room,2,0,87,1,weekdays,Very Satisfied
199.89,Private room,2,1,95,1,weekdays,Very Satisfied
344.25,Private room,2,0,80,1,weekdays,Satisfied
282.85,Private room,2,0,100,1,weekdays,Very Satisfied
276.29,Private room,2,0,93,1,weekdays,Very Satisfied
251.92,Private room,2,0,85,1,weekdays,Very Satisfied
405.64,Entire home/apt,3,1,97,1,weekdays,Very Satisfied
283.79,Private room,2,1,99,0,weekdays,Very Satisfied
356.43,Private room,4,0,96,2,weekdays,Very Satisfied
244.42,Private room,2,0,88,1,weekdays,Very Satisfied
320.81,Private room,2,0,88,1,weekdays,Very Satisfied
645.37,Private room,2,0,100,1,weekdays,Very Satisfied
1714.43,Private room,4,0,100,4,weekdays,Very Satisfied
564.06,Private room,2,0,100,2,weekdays,Very Satisfied
940.17,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
465.63,Private room,4,0,91,2,weekdays,Very Satisfied
368.85,Private room,3,0,100,1,weekdays,Very Satisfied
491.65,Entire home/apt,2,0,94,0,weekdays,Very Satisfied
177.16,Private room,2,0,94,1,weekdays,Very Satisfied
391.82,Private room,2,1,94,0,weekdays,Very Satisfied
443.61,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
565.23,Entire home/apt,4,0,85,2,weekdays,Very Satisfied
921.66,Entire home/apt,4,0,90,1,weekdays,Very Satisfied
950.02,Private room,4,0,85,1,weekdays,Very Satisfied
694.58,Entire home/apt,2,1,95,1,weekdays,Very Satisfied
313.31,Private room,3,1,96,2,weekdays,Very Satisfied
517.42,Private room,4,1,98,2,weekdays,Very Satisfied
288.71,Private room,4,1,97,1,weekdays,Very Satisfied
300.89,Private room,2,0,91,1,weekdays,Very Satisfied
479.46,Private room,4,1,98,2,weekdays,Very Satisfied
640.45,Entire home/apt,2,0,80,1,weekdays,Satisfied
1066.48,Entire home/apt,4,1,100,3,weekdays,Very Satisfied
496.57,Entire home/apt,2,0,98,1,weekdays,Very Satisfied
420.41,Private room,2,0,96,1,weekdays,Very Satisfied
359.95,Private room,2,1,98,0,weekdays,Very Satisfied
421.34,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
540.62,Entire home/apt,2,0,92,1,weekdays,Very Satisfied
251.92,Private room,2,1,99,1,weekdays,Very Satisfied
305.81,Private room,2,0,84,1,weekdays,Very Satisfied
1228.88,Entire home/apt,2,0,100,2,weekdays,Very Satisfied
645.37,Private room,2,0,90,1,weekdays,Very Satisfied
645.37,Private room,2,0,100,1,weekdays,Very Satisfied
613.74,Private room,4,1,100,2,weekdays,Very Satisfied
245.82,Private room,2,0,92,1,weekdays,Very Satisfied
589.83,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
534.53,Entire home/apt,3,0,100,2,weekdays,Very Satisfied
1348.63,Entire home/apt,6,0,97,2,weekdays,Very Satisfied
464.46,Private room,4,0,93,0,weekdays,Very Satisfied
356.43,Private room,2,0,100,1,weekdays,Very Satisfied
387.13,Private room,2,1,99,1,weekdays,Very Satisfied
387.13,Private room,2,1,97,1,weekdays,Very Satisfied
304.64,Private room,2,1,97,1,weekdays,Very Satisfied
491.65,Entire home/apt,2,0,90,1,weekdays,Very Satisfied
1348.63,Entire home/apt,6,1,98,2,weekdays,Very Satisfied
254.49,Private room,2,1,94,1,weekdays,Very Satisfied
473.13,Entire home/apt,4,0,100,0,weekdays,Very Satisfied
274.18,Private room,2,1,97,1,weekdays,Very Satisfied
647.48,Entire home/apt,3,0,100,1,weekdays,Very Satisfied
342.61,Entire home/apt,2,1,88,1,weekdays,Very Satisfied
632.95,Entire home/apt,4,0,93,2,weekdays,Very Satisfied
511.56,Private room,4,0,96,1,weekdays,Very Satisfied
354.32,Private room,2,0,100,1,weekdays,Very Satisfied
535.7,Entire home/apt,2,0,92,1,weekdays,Very Satisfied
271.83,Private room,2,1,99,1,weekdays,Very Satisfied
798.63,Entire home/apt,4,0,95,2,weekdays,Very Satisfied
325.5,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
673.49,Entire home/apt,4,0,80,2,weekdays,Satisfied
699.04,Entire home/apt,4,0,95,3,weekdays,Very Satisfied
282.85,Private room,2,0,94,1,weekdays,Very Satisfied
491.65,Private room,2,0,100,2,weekdays,Very Satisfied
361.35,Entire home/apt,2,0,96,0,weekdays,Very Satisfied
331.83,Private room,2,0,100,1,weekdays,Very Satisfied
331.83,Private room,2,0,90,1,weekdays,Very Satisfied
1199.59,Entire home/apt,6,1,98,3,weekdays,Very Satisfied
422.75,Private room,2,0,92,0,weekdays,Very Satisfied
319.64,Private room,2,1,99,1,weekdays,Very Satisfied
606.0,Entire home/apt,6,0,94,3,weekdays,Very Satisfied
351.04,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
682.87,Entire home/apt,4,0,84,1,weekdays,Very Satisfied
675.84,Entire home/apt,4,0,93,2,weekdays,Very Satisfied
552.81,Entire home/apt,4,0,100,3,weekdays,Very Satisfied
233.64,Private room,2,1,99,1,weekdays,Very Satisfied
361.12,Entire home/apt,4,1,100,2,weekdays,Very Satisfied
476.88,Private room,4,0,92,2,weekdays,Very Satisfied
403.07,Entire home/apt,2,0,91,1,weekdays,Very Satisfied
669.74,Entire home/apt,4,0,96,3,weekdays,Very Satisfied
622.88,Entire home/apt,4,0,97,2,weekdays,Very Satisfied
454.85,Private room,2,1,98,1,weekdays,Very Satisfied
258.24,Private room,2,0,97,1,weekdays,Very Satisfied
639.98,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
297.61,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
309.56,Private room,4,0,100,2,weekdays,Very Satisfied
307.22,Private room,2,1,97,0,weekdays,Very Satisfied
281.44,Private room,2,0,90,1,weekdays,Very Satisfied
339.09,Private room,2,1,100,1,weekdays,Very Satisfied
279.1,Private room,2,0,90,1,weekdays,Very Satisfied
245.59,Private room,2,0,85,1,weekdays,Very Satisfied
921.66,Entire home/apt,4,1,100,2,weekdays,Very Satisfied
458.37,Entire home/apt,4,0,87,2,weekdays,Very Satisfied
313.31,Private room,2,0,80,1,weekdays,Satisfied
315.89,Private room,2,0,97,1,weekdays,Very Satisfied
699.04,Private room,3,0,95,1,weekdays,Very Satisfied
397.21,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
504.07,Private room,4,0,91,1,weekdays,Very Satisfied
653.57,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
258.24,Private room,2,0,84,1,weekdays,Very Satisfied
398.14,Private room,2,0,89,1,weekdays,Very Satisfied
798.63,Entire home/apt,4,1,97,1,weekdays,Very Satisfied
304.88,Private room,4,0,94,1,weekdays,Very Satisfied
449.46,Private room,4,0,96,1,weekdays,Very Satisfied
303.0,Private room,2,0,80,1,weekdays,Satisfied
292.46,Private room,2,1,100,1,weekdays,Very Satisfied
306.05,Entire home/apt,2,0,95,1,weekdays,Very Satisfied
403.07,Private room,2,1,99,1,weekdays,Very Satisfied
387.13,Private room,2,1,100,1,weekdays,Very Satisfied
250.74,Private room,2,1,95,1,weekdays,Very Satisfied
274.18,Private room,2,0,86,1,weekdays,Very Satisfied
447.59,Private room,2,0,100,1,weekdays,Very Satisfied
366.51,Private room,2,1,99,1,weekdays,Very Satisfied
426.03,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
467.04,Private room,2,0,94,1,weekdays,Very Satisfied
1198.18,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
161.93,Private room,2,0,84,1,weekdays,Very Satisfied
550.47,Entire home/apt,2,1,98,1,weekdays,Very Satisfied
522.34,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
764.42,Entire home/apt,4,1,100,2,weekdays,Very Satisfied
602.02,Entire home/apt,2,0,80,1,weekdays,Satisfied
245.82,Private room,2,0,94,1,weekdays,Very Satisfied
298.78,Private room,2,1,89,1,weekdays,Very Satisfied
221.22,Private room,2,0,80,1,weekdays,Satisfied
940.17,Private room,4,0,80,2,weekdays,Satisfied
417.83,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
649.12,Entire home/apt,4,0,100,3,weekdays,Very Satisfied
952.59,Entire home/apt,4,0,88,1,weekdays,Very Satisfied
215.12,Private room,2,0,89,1,weekdays,Very Satisfied
274.18,Private room,2,0,100,1,weekdays,Very Satisfied
325.5,Private room,4,0,87,2,weekdays,Very Satisfied
447.36,Private room,2,0,93,1,weekdays,Very Satisfied
1348.63,Entire home/apt,6,0,100,2,weekdays,Very Satisfied
636.7,Private room,4,0,90,2,weekdays,Very Satisfied
566.63,Entire home/apt,4,0,60,2,weekdays,Neutral
256.84,Private room,2,0,92,1,weekdays,Very Satisfied
196.61,Private room,2,0,80,1,weekdays,Satisfied
234.57,Private room,2,0,97,1,weekdays,Very Satisfied
378.69,Private room,2,0,60,1,weekdays,Neutral
264.34,Private room,2,1,80,1,weekdays,Satisfied
128.89,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
274.18,Private room,2,1,100,1,weekdays,Very Satisfied
485.55,Entire home/apt,2,0,90,1,weekdays,Very Satisfied
340.5,Private room,2,0,88,0,weekdays,Very Satisfied
814.57,Private room,4,0,80,1,weekdays,Satisfied
288.71,Private room,2,0,100,0,weekdays,Very Satisfied
713.8,Entire home/apt,4,0,100,1,weekdays,Very Satisfied
405.41,Private room,2,0,100,1,weekdays,Very Satisfied
786.45,Entire home/apt,4,0,93,2,weekdays,Very Satisfied
718.96,Entire home/apt,4,0,92,2,weekdays,Very Satisfied
405.64,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
258.01,Private room,2,1,98,1,weekdays,Very Satisfied
823.47,Entire home/apt,4,1,99,3,weekdays,Very Satisfied
761.84,Entire home/apt,4,0,80,0,weekdays,Satisfied
531.95,Entire home/apt,4,0,100,1,weekdays,Very Satisfied
295.03,Private room,2,0,100,1,weekdays,Very Satisfied
921.66,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
289.64,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
539.22,Private room,3,1,100,1,weekdays,Very Satisfied
773.09,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
307.22,Private room,2,1,97,1,weekdays,Very Satisfied
307.22,Private room,2,1,98,1,weekdays,Very Satisfied
288.71,Private room,2,0,80,1,weekdays,Satisfied
467.04,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
552.81,Private room,4,0,95,2,weekdays,Very Satisfied
921.66,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
614.44,Entire home/apt,4,0,100,3,weekdays,Very Satisfied
423.92,Entire home/apt,2,0,100,0,weekdays,Very Satisfied
626.39,Entire home/apt,4,0,100,1,weekdays,Very Satisfied
737.23,Entire home/apt,4,0,93,1,weekdays,Very Satisfied
198.95,Private room,2,1,98,1,weekdays,Very Satisfied
282.61,Private room,2,1,96,1,weekdays,Very Satisfied
467.04,Entire home/apt,4,0,100,1,weekdays,Very Satisfied
411.5,Private room,4,0,97,1,weekdays,Very Satisfied
811.05,Entire home/apt,4,0,96,2,weekdays,Very Satisfied
614.44,Entire home/apt,3,0,90,2,weekdays,Very Satisfied
270.43,Private room,2,0,100,1,weekdays,Very Satisfied
276.52,Private room,2,0,100,1,weekdays,Very Satisfied
258.24,Private room,2,0,100,1,weekdays,Very Satisfied
384.79,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
728.8,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
387.13,Entire home/apt,2,0,80,0,weekdays,Satisfied
233.64,Private room,2,0,20,1,weekdays,Very Dissatisfied
1301.29,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
436.11,Entire home/apt,3,0,100,1,weekdays,Very Satisfied
393.46,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
515.55,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
225.67,Private room,2,0,80,1,weekdays,Satisfied
209.03,Private room,2,0,60,1,weekdays,Neutral
393.93,Private room,4,0,100,1,weekdays,Very Satisfied
